label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62
clockit,0.0,0.0,0.0,0.20015152077347462,-0.15796504369902983,0.009248133518511076,0.34254037489985234,-0.37557400591858603,0.006065329735395957,0.43629484102219446,-0.5435035201959991,-0.020135418631936335,0.551932302507457,-0.6351259308586286,-0.048744252216661156,0.2780678349120882,-0.6313012436607034,0.07053505822238212,0.40500099677547763,-0.7435322938967467,0.0013569078357415609,0.516981423406283,-0.7635838021451951,-0.045416616421099155,0.6090262495816547,-0.7898735434057462,-0.0720195303244523,0.181189347800217,-0.6698566931417013,0.02179536162156294,0.3372329138622477,-0.822391798701967,-0.08509346030093817,0.3228576478127201,-0.5892890782283936,-0.11542553083814636,0.26763019416625733,-0.4605909322466797,-0.10315976637362295,0.07772229457204509,-0.6730638653740454,-0.03683725746782276,0.23866638452881278,-0.7258685041825104,-0.1688100910714068,0.21088712013939276,-0.47889014504047994,-0.1547262255826373,0.14305379409733066,-0.37768104401303604,-0.1015321190414902,-0.04234022588218237,-0.6463248914250389,-0.09223274029306663,0.12328998554940145,-0.729195093838248,-0.17430441742903902,0.13214919253010657,-0.545450915103486,-0.14052807213025836,0.07766326078926729,-0.44796202227731335,-0.09059185310530708
clockit,0.0,0.0,0.0,0.17049012204296954,-0.12859719103624553,-0.004875297995615275,0.3095351516359404,-0.33663730170064987,-0.013859939476282137,0.41710545535854293,-0.4834550951415302,-0.04189873713577004,0.5350157649137478,-0.5563776745076813,-0.07157220892516433,0.24322148353267967,-0.568166507651191,0.04706000882095949,0.36270730327087225,-0.7023088524741121,-0.020277078522272358,0.46849630916903096,-0.7639755886881248,-0.06457061882953848,0.5601266314446716,-0.8235155507852171,-0.08989045756566996,0.157739849038577,-0.6041375288572616,0.006487791385868041,0.3000098179183344,-0.7665464525353074,-0.09718665839349537,0.3007637415215729,-0.5701419043790562,-0.12416350436332227,0.26161470061096775,-0.4411619483297024,-0.1099803011433248,0.0652482643259143,-0.6033840991443626,-0.04377844261035819,0.21346936485141188,-0.6650764353409724,-0.16606987330303333,0.19064175335997155,-0.4418193163715697,-0.14946481706703166,0.1289127869631826,-0.33920075719274,-0.09677980593695462,-0.03700790281631121,-0.5713937517595619,-0.09315796402609172,0.1087057576131006,-0.6571518002136684,-0.16879401807495445,0.11862002997305858,-0.498783969608424,-0.13772402504841985,0.06912633242915418,-0.4095891852269444,-0.09112662392789665
clockit,0.0,0.0,0.0,0.18723603897490398,-0.14377726041981578,-0.014027885648556417,0.32869351039197603,-0.3661999390022381,-0.02823689350699475,0.4352236855051911,-0.5326864080552441,-0.06042537515613126,0.5560966156722824,-0.6371045495591764,-0.09300585473515918,0.2582389012572864,-0.6278460988999146,0.05476942485793029,0.3840241761183236,-0.7432792243116215,-0.02545882861192399,0.5043586794063317,-0.7648969275182722,-0.08013915656853328,0.6052724401328126,-0.7882794110203046,-0.11072869265530202,0.16912543631648058,-0.6595942463703908,0.015587314491388428,0.3280941957413296,-0.8031816492431418,-0.09927457543539904,0.3079729806032013,-0.5672782074737152,-0.1290312913902308,0.2524754437795722,-0.44722928011717444,-0.11442268970982993,0.07300364849347772,-0.6577544530423194,-0.03671561165683303,0.2359931942050308,-0.7169766720762462,-0.1721547704626506,0.20582716371524665,-0.4747726619681394,-0.15168262812671018,0.13992786355926276,-0.38511638342119253,-0.09363971486138636,-0.037356972819400376,-0.624954017485201,-0.08857603905076152,0.12018022209738279,-0.7027534992019675,-0.170740544493281,0.12377040725608617,-0.5269048772620516,-0.1331412817716567,0.06832516021898695,-0.4462178763267115,-0.08010878396706635
clockit,0.0,0.0,0.0,0.1919026167279193,-0.14301682048930725,0.007446965272649855,0.3299480063566254,-0.362319371943552,0.0007472955508683352,0.4268280474819744,-0.5276758889031973,-0.02858277697032876,0.5469710788319034,-0.6291356632105007,-0.060761576069581276,0.25778468615302363,-0.6283939966293529,0.07136014406403333,0.38008753832468206,-0.741112783223418,-0.003836913335593895,0.4978665631747346,-0.7668313514288604,-0.056968258677167705,0.5966787001340452,-0.7976806866551001,-0.08763589985727437,0.16376609777138676,-0.6632309265709201,0.02143697702629617,0.32423152068091593,-0.8021708099652038,-0.08805951269363793,0.30337952641140165,-0.566230068155663,-0.11896620826881778,0.24001553896732603,-0.4518523843817162,-0.1068855938286554,0.06413329488121722,-0.6612825137155169,-0.0393861637398285,0.22912209929209432,-0.7138126230708247,-0.16967612267491272,0.19894408021029591,-0.470161509063859,-0.1494961021347202,0.12336073906177972,-0.38899672119577045,-0.09367735506451981,-0.05087812238942454,-0.6293748011968723,-0.09765357021776284,0.10995920377929767,-0.7102612188958886,-0.17415424227457094,0.11663959743474978,-0.5306953403463316,-0.1331140243721176,0.05498912015215635,-0.4548573912484925,-0.07929662016744703
clockit,0.0,0.0,0.0,0.18120466743014482,-0.16252605972272408,-0.014150477445478133,0.3104737800006106,-0.37522498516066755,-0.03658986235668815,0.4041033776308562,-0.5430258435631043,-0.07672378785589773,0.5238371259925119,-0.6611213252683834,-0.11805218599418228,0.2531300687854816,-0.6545473503037668,0.04790499137220282,0.3732627732758922,-0.7582968521191528,-0.0313685491518236,0.4939435621770043,-0.7785590878104452,-0.08870457889781619,0.5862742515779755,-0.8008825819416587,-0.12194093602702412,0.1497361874387282,-0.6925345858000977,0.006986066357766647,0.3057523374923154,-0.8612561259384115,-0.09652077391053433,0.3151710081503632,-0.6352180375554373,-0.12879699486588025,0.2678526668349944,-0.5226632657144564,-0.1201142039250538,0.04572220406878127,-0.6862141914611041,-0.04558356990541536,0.20569181725179503,-0.7531329391182273,-0.1738514165163489,0.20172557680402312,-0.5103394974944359,-0.15690893810808604,0.1353391876273303,-0.4189577250223285,-0.1044561922490194,-0.07068685031866578,-0.642529165501516,-0.09728617325396785,0.08713796041986135,-0.7320922698785108,-0.18084780247731244,0.11396233195212889,-0.5471615845206742,-0.14404025746898114,0.06369631690561567,-0.4530676251880458,-0.09170784066515361
clockit,0.0,0.0,0.0,0.16903541940703418,-0.13441978301386137,-0.0041179138523469135,0.3038586179719284,-0.3376573817064511,-0.020288600168406487,0.4111262710662997,-0.47071597593887393,-0.05421088351649946,0.5382817848402955,-0.5374331936140216,-0.08960525358083901,0.22982572785059033,-0.6001331510962681,0.03629114811799902,0.359643688627531,-0.7204404029746084,-0.031685809229592986,0.46432930686652596,-0.7707072398126251,-0.07553975737529135,0.5503656027661971,-0.8286601709619449,-0.10207852052768294,0.1325712201110594,-0.6331327344385035,-0.006469443369215744,0.29558533168511947,-0.7801517222547046,-0.11146707707823,0.29751466536251087,-0.5594753666554638,-0.13773883743265242,0.24835638449345265,-0.44225166959746426,-0.1233011212459568,0.03641789656283568,-0.6239144261042532,-0.057622626889314604,0.19928919488769561,-0.6629516945800825,-0.17698371110611916,0.19028422978341666,-0.4366781275237707,-0.16199509400605752,0.1245500486199226,-0.3559385933325744,-0.11300779853106113,-0.06408250449515018,-0.5816021756738317,-0.10742218268099829,0.08880541451760172,-0.6436328554402396,-0.1805432237543256,0.11259740848876616,-0.4779827157204388,-0.1496766144661661,0.06121842941158237,-0.40077812822651926,-0.10449952188882655
clockit,0.0,0.0,0.0,0.1954429276154622,-0.17780172860056784,-0.002704446206567362,0.33776133716384404,-0.41105321607061057,-0.02316158201782293,0.4603501909752478,-0.5771581105094297,-0.06674960661669262,0.5987620497165811,-0.6733002776883359,-0.11120488706840015,0.2517434419128764,-0.7108184948630044,0.057715285335824595,0.38109844190722625,-0.8218313170624076,-0.02828646530235226,0.5049707649540773,-0.8016320199164663,-0.08651421129267328,0.6017835945643442,-0.789646000187351,-0.11964823317264422,0.146540759511343,-0.7430241769188616,0.008593508118503238,0.3301293005208638,-0.8804012993375242,-0.10091322723963235,0.3124040025661639,-0.6249063134141919,-0.12791918107873715,0.24786507836743574,-0.5197477401428922,-0.11438287353231218,0.039662485574949814,-0.7332385224062326,-0.05325300538726582,0.22268575396375237,-0.7586520463891212,-0.18572483266193632,0.2001491357604416,-0.4978810901034148,-0.16488878805334228,0.13040144629598086,-0.4138924925502095,-0.1089495242926272,-0.07661529127539457,-0.6834421377269657,-0.11426161970867124,0.09797447803692592,-0.7382705734440193,-0.19470108694900157,0.11502860443074517,-0.5428598135573215,-0.15485477090395122,0.061329788265091785,-0.45586179769582974,-0.10092806142246541
clockit,0.0,0.0,0.0,0.18947794529161258,-0.1523354809623396,-0.016818840856985755,0.33664235052732705,-0.38672170135749456,-0.04110352828991544,0.4470399881809444,-0.5541849745573589,-0.08166970623246336,0.5816764170242609,-0.6626216125604278,-0.12198478751748504,0.24799024383215038,-0.7178385905337942,0.042197460738680054,0.3847116814201244,-0.8004142516176225,-0.04064557143211046,0.5115192599648519,-0.788626707369452,-0.0949136869534152,0.6042723229391193,-0.7868555790026002,-0.12535253297099216,0.1336707009662782,-0.7627564156548268,0.0013156530457989692,0.32678268665722676,-0.897793098433151,-0.10736282865709801,0.32564769295294854,-0.6306788269658294,-0.13183991160094588,0.26307362613612467,-0.5220893886829174,-0.11430645584431426,0.02335619080480455,-0.7528091550725751,-0.0521408639750914,0.21486438513487485,-0.7614753019785064,-0.1841681739390018,0.20434896907858813,-0.49769403365968456,-0.1652950106795275,0.1319249295424176,-0.42406179929995136,-0.11040594408257016,-0.08863328892672308,-0.6935239637372272,-0.10505461765637021,0.08798464044812786,-0.729641659440939,-0.18623482359831195,0.11132417752785098,-0.5287574649344468,-0.14890485196750425,0.05629984645902819,-0.4498329213748261,-0.09693155742856205
clockit,0.0,0.0,0.0,0.18296891319954958,-0.1424384892453557,-0.02624068960519582,0.3404841545826544,-0.3468896982997813,-0.05919540538756516,0.4505271677808301,-0.49189044099848767,-0.10712503191529163,0.5615127730253097,-0.5418777615637648,-0.15397744491151671,0.24648417850034515,-0.697342417912816,0.0210794044999523,0.3719322730222929,-0.8018880415165082,-0.06641976581342648,0.4821533203950066,-0.8126946259947139,-0.12152806407260161,0.5595799333203256,-0.8150023265449751,-0.15047094720077275,0.13301940241729932,-0.7254486190973772,-0.018661060241916615,0.3207478974238723,-0.8765736474839404,-0.1355238205765935,0.3252709545358844,-0.6141366178662447,-0.15937302683220206,0.2744712406539655,-0.4903174461250697,-0.137341657398126,0.021954311208026035,-0.7088527768779453,-0.07048191222913475,0.1965899212535765,-0.7317373616060573,-0.20316371284715395,0.19482207786691427,-0.47739324404860956,-0.18191508684635907,0.13878051637234856,-0.39021979956483466,-0.12298878726865461,-0.09376291188979945,-0.6478361492837905,-0.1229729732482269,0.055268821244071044,-0.6947542685795326,-0.19982197542457614,0.08100321159228734,-0.5093163900357653,-0.15963739184604725,0.040265171017382244,-0.4325444573249973,-0.10460347680449161
clockit,0.0,0.0,0.0,0.16834906966136587,-0.08515159801766625,-0.03449366979356269,0.33173035320690125,-0.25090546045416834,-0.06991756936253744,0.45554341376632856,-0.32709624119254244,-0.11519530460721426,0.5737909449112464,-0.3402327801423762,-0.16453644085783248,0.2265585953935954,-0.5551648514629719,-0.025104974705928172,0.34783911103528864,-0.6872787531348807,-0.09618548952090557,0.44111984613938954,-0.7647057456022596,-0.1467395672748226,0.5216444536727477,-0.8339278765732173,-0.18014261191218844,0.1218746087088889,-0.5841087536377401,-0.04959223947892058,0.25665461082692015,-0.5586557610779833,-0.15147160032737872,0.2314113276445362,-0.34821819831080236,-0.17871041496045634,0.17395625465868456,-0.26952192731157026,-0.17445250940166618,0.015359852002400778,-0.5559604587799947,-0.08148574788500228,0.14539784555781746,-0.5180511586432885,-0.19014619654516296,0.13243816390200705,-0.32325290530647854,-0.17292426126070734,0.08167557562125335,-0.2726574045825429,-0.1328557150019533,-0.09281855138246772,-0.4923802973651963,-0.11521892375210609,0.018866972939587914,-0.5151030599217911,-0.1845419281543726,0.04264948358357898,-0.3672128577791388,-0.15347385965570823,0.014903286774325213,-0.30978870440114553,-0.11112205781757835
clockit,0.0,0.0,0.0,0.16844943354329628,-0.08689077901218528,-0.03431236926912383,0.3325634140310968,-0.25225236113230426,-0.06956302548630827,0.45425523630419307,-0.33075834004106924,-0.11416263430831712,0.5714056063480993,-0.3457396708914778,-0.16276103831569447,0.2313728175080909,-0.5539718670838628,-0.028233419901763788,0.3530150091472208,-0.6841257480512741,-0.09988740959549673,0.44631063215368605,-0.761207463056744,-0.14904939188147648,0.5267077019905438,-0.8304946763168736,-0.18126662481872335,0.12421458228858685,-0.5857081296897532,-0.052310398872708275,0.2587079750577436,-0.560191717696443,-0.15316244166385182,0.2319495155059305,-0.34821735746177357,-0.17716985452514367,0.1752592976896582,-0.27249311506166407,-0.1707796967837411,0.01548853171948017,-0.5582428074358097,-0.08382234009184475,0.14545499829865657,-0.5153680634112192,-0.19438246332484244,0.13108319144645855,-0.32285532023810365,-0.17706372187101602,0.08036709207946914,-0.2759730983374284,-0.13665814639005244,-0.09419726992554708,-0.49474963246240755,-0.11670294662118606,0.018357210845170103,-0.5113101716343479,-0.18841391675089367,0.04282408090254292,-0.3618144422227882,-0.1580011436512813,0.01605066807507277,-0.3052242689412689,-0.11592746796546047
clockit,0.0,0.0,0.0,0.1736533015931798,-0.10903503205853507,-0.03726875633656971,0.32360673261029377,-0.2775808187106974,-0.07668273190377638,0.42994516172749797,-0.39533950546135777,-0.12809364425319023,0.5474033974718858,-0.450192622753899,-0.18221233420626623,0.22993106945357422,-0.6202074162506066,-0.01831765005531384,0.3690995342787046,-0.7044933197367467,-0.09115084777945179,0.4620449546503638,-0.770581737358047,-0.139154049228526,0.5287450780428545,-0.8317763566442098,-0.16904654676490777,0.12114319239475457,-0.6523726403878037,-0.042076286278509775,0.2740695210681344,-0.5872571697070484,-0.14222137515907904,0.23065469303439406,-0.37498263735797016,-0.16483486883917403,0.15938237333348482,-0.3161459764375701,-0.15592956644447203,0.013937305149412679,-0.6224462289400403,-0.07443051912989596,0.15672921367515766,-0.5407737698867845,-0.1883214602855024,0.12754875611217487,-0.33886673736569456,-0.1692548234500612,0.06957004296899219,-0.29052950386124843,-0.12458493342607754,-0.0919752884949865,-0.5537439103890116,-0.10868962771885325,0.023891979664654863,-0.5435539878334061,-0.18103360229250884,0.03906038071999183,-0.39495620027786804,-0.15028462157295133,0.006047898440011591,-0.3389055395974492,-0.10542283168809892
